501203076,精華公園,三民區,16,22.6423200,120.2992400
501203077,檨仔林埤濕地公園,三民區,15,22.6708400,120.3247800
501203078,河北立德街口,三民區,16,22.6355300,120.2949400
501203079,灣福兒童公園,三民區,13,22.6535900,120.3172400
501203080,建國林森路口,三民區,21,22.6375200,120.3049600
501203081,東光國小,三民區,22,22.6496300,120.3407800
501203082,鼎泰廣場,三民區,39,22.6637400,120.3153600
501203083,本安生態滯洪公園,三民區,10,22.6509100,120.3374000
501203084,建國三路中庸街口,三民區,11,22.6356000,120.2895200
501203085,河北二路中庸街口,三民區,10,22.6341700,120.2909000
501203086,民族社區老人活動中心,三民區,18,22.6401300,120.3163600
501203087,陽明義華路口,三民區,35,22.6426900,120.3421200
501203088,同盟十全路口,三民區,14,22.6489400,120.2860800
501203089,中華熱河三街口,三民區,12,22.6448700,120.2914800
501203090,中華九如三路口,三民區,10,22.6423200,120.2913200
501203091,中庸中華橫路口,三民區,13,22.6414800,120.2871900
501203092,自立自立一路161巷口,三民區,20,22.6395900,120.2964100
501203093,大園大和街口,三民區,13,22.6558700,120.3252300
501203094,大順民族路口,三民區,16,22.6557200,120.3150700
501203095,民族聯興路50巷口,三民區,33,22.6567300,120.3153100
501203096,河堤明哲路口,三民區,22,22.6615200,120.3116000
501203097,明誠鼎愛街口,三民區,11,22.6602900,120.3212900
501203098,灣仔內兒童遊戲場,三民區,16,22.6501600,120.3206600
501203099,寶德里廣場,三民區,21,22.6414300,120.3352800
501203100,建國忠孝一路口,三民區,19,22.6376100,120.3070900
501203101,中都聯合里民中心,三民區,14,22.6446200,120.2828200
501203102,九如自立一路口,三民區,19,22.6416700,120.2961600
501203103,愛國國小,三民區,17,22.6433400,120.3128300
501203104,博愛熱河二街口,三民區,19,22.6444100,120.3028100
501203105,九如中華二路口,三民區,11,22.6419700,120.2918800
501203106,華德華德街98巷口,三民區,12,22.6478500,120.3226500
501203107,三民公園(北側),三民區,14,22.6474100,120.3053700
501203108,寶業滯洪公園(澄清路),三民區,23,22.6387200,120.3451400
501203109,博愛國小,三民區,26,22.6452100,120.3075700
501203110,高雄車站(西側),三民區,36,22.6400200,120.3015900
501203111,三民區公所,三民區,11,22.6477900,120.2999300
501203112,寶安里活動中心,三民區,15,22.6409900,120.3288600
501203113,十全康平街口,三民區,19,22.6465000,120.2943800
501203114,自由察哈爾一街口,三民區,28,22.6475400,120.3090300
501203115,正義車站(鐵道街),三民區,28,22.6343100,120.3416400
501203116,南區環保公園,三民區,17,22.6629000,120.3286000
501203117,中山河北一路口,三民區,16,22.6367020,120.3024840
501203118,鐵道復興一路口,三民區,20,22.6390300,120.3085900
501203119,鐵道九如一路381巷口,三民區,20,22.6363100,120.3316100
501203121,鐵道三中庸街口,三民區,24,22.6372500,120.2885100
501203122,中華橫巷力行路口,三民區,20,22.6393600,120.2907200
501203123,大豐大豐二路19巷口,三民區,23,22.6464400,120.3260600
501203124,同盟孝順街,三民區,18,22.6473100,120.3130070
501203125,同盟大連街,三民區,25,22.6520000,120.3055400
501203126,鐵道建國一路62巷口,三民區,18,22.6351600,120.3375400
501203127,高雄第一殯儀館(本館路600巷),三民區,20,22.6605080,120.3334100
501203128,高雄第一殯儀館(家屬服務中心),三民區,15,22.6616520,120.3324200
501203129,澄清澄明街口,三民區,16,22.6452800,120.3467400
501203130,建興正忠路口,三民區,17,22.6421500,120.3301000
501203131,榕樹公園,三民區,20,22.6444800,120.2894200
501203132,天祥天祥一路142巷口,三民區,10,22.6677300,120.3190500
501203133,秋元皓東路口,三民區,14,22.6523500,120.3364600
501203134,同盟合江街口,三民區,17,22.6506900,120.3083200
501203135,鐵道平等路口,三民區,15,22.6380300,120.3207600
501203136,灣愛公園,三民區,15,22.6598700,120.3181900
501203137,三民區民眾活動中心,三民區,25,22.6495000,120.3246800
501203138,鐵道憲政路138巷口,三民區,20,22.6375900,120.3235700
501203139,民族自忠街口,三民區,15,22.6463200,120.3142900
501203140,博愛九如二路口(西北側),三民區,28,22.6414300,120.3025500
501203141,鐵道同盟三路口,三民區,16,22.6365100,120.2856200
501203142,高雄車站(東南側),三民區,19,22.6378500,120.3034200
501203143,大順鐵道一街口,三民區,26,22.6368500,120.3271800
501203144,大順寶興路口,三民區,10,22.6444600,120.3262500
501204001,高雄國際會議中心,鹽埕區,25,22.6261700,120.2862400
501204002,鹽埕國中,鹽埕區,13,22.6225500,120.2880000
501204003,捷運鹽埕埔站(1號出口),鹽埕區,44,22.6229000,120.2833400
501204004,公園大成街口,鹽埕區,14,22.6195110,120.2871580
501204005,鹽埕區敬老亭,鹽埕區,16,22.6316800,120.2853300
501204007,輕軌真愛碼頭站,鹽埕區,21,22.6197800,120.2889300
501204008,駁二藝術特區(必信街),鹽埕區,15,22.6193800,120.2848100
501204009,鹽埕立體停車場,鹽埕區,20,22.6249500,120.2859100
501204010,新樂截流抽水站,鹽埕區,23,22.6230000,120.2891500
501204011,輕軌文武聖殿站,鹽埕區,15,22.6291600,120.2807100
501204012,五福建國路口東南側,鹽埕區,14,22.6250800,120.2804000
501204013,七賢府北路口西側,鹽埕區,15,22.6296200,120.2851300
501204014,高雄市音樂館,鹽埕區,16,22.6278400,120.2869300
501204015,大安公園,鹽埕區,15,22.6239300,120.2784800
501204016,公園二大義街口,鹽埕區,20,22.6202300,120.2857400
501204017,公園二大勇路口,鹽埕區,15,22.6215800,120.2829300
501204018,公園二七賢三路口,鹽埕區,24,22.6229000,120.2801500
501204020,輕軌駁二蓬萊站,鹽埕區,20,22.6206900,120.2797500
501204021,大義截流站,鹽埕區,20,22.6189800,120.2841100
501204022,公園二光榮街口,鹽埕區,16,22.6209100,120.2843300
501204023,七賢大公路口,鹽埕區,15,22.6274200,120.2827800
501204024,鹽埕市民廣場,鹽埕區,14,22.6258300,120.2850900
501205001,高雄文學館,前金區,17,22.6257200,120.2976500
501205002,捷運市議會站(2號出口),前金區,33,22.6283300,120.2941000
501205003,東金公園,前金區,19,22.6313100,120.2940900
501205004,河南自強路口,前金區,17,22.6341000,120.2916700
501205005,自強民生路口西北側,前金區,22,22.6256100,120.2951600
501205006,建國國小,前金區,20,22.6316800,120.2977000
501205007,中正瑞源路口西南側,前金區,12,22.6297700,120.2975000
501205008,七賢自強路口東北側,前金區,15,22.6322500,120.2928600
501205009,中山五福路口西北側,前金區,25,22.6234200,120.3009800
501205010,五福自強路口東南側,前金區,14,22.6216500,120.2969500
501205011,高雄女中,前金區,30,22.6208500,120.2926700
501205012,中山青年路口西北側,前金區,20,22.6203100,120.3019800
501205013,前金國中,前金區,21,22.6305600,120.2903600
501205014,光復三市中路口,前金區,23,22.6233500,120.2923400
501205015,河南二路75號北側,前金區,9,22.6357400,120.2965100
501205018,高雄市救國團,前金區,18,22.6287800,120.2944300
501205019,高雄市政府警察局,前金區,28,22.6277400,120.2908500
501205020,高雄女中(英雄路口),前金區,30,22.6207900,120.2936600
501205021,高雄市立大同醫院,前金區,15,22.6275500,120.2968400
501205022,七賢河東路口,前金區,15,22.6302900,120.2872900
501205023,五福仁德街口,前金區,15,22.6227900,120.2994900
501205025,捷運中央公園站(1號出口),前金區,40,22.6239300,120.3010400
501205026,捷運市議會站(4號出口),前金區,19,22.6295000,120.2954700
501205027,前金國小(成功路),前金區,10,22.6258300,120.2931700
501205028,捷運市議會站(1號出口),前金區,10,22.6291700,120.2938000
501205029,七賢成功路口東北側,前金區,10,22.6316300,120.2910500
501205030,立德棒球場(旺盛街),前金區,10,22.6298500,120.2882000
501205031,河東民生路口,前金區,27,22.6240000,120.2903800
501205033,行政院南部聯合服務中心(舊址),前金區,15,22.6295000,120.2917700
501205034,五福成功一路口,前金區,28,22.6212000,120.2946800
501205035,河南中華三路口,前金區,16,22.6345500,120.2930700
501205036,國民市中一路口,前金區,15,22.6250900,120.2916800
501205037,五福文武二街口,前金區,16,22.6220900,120.2974800
501205038,河南市中一路口,前金區,20,22.6330400,120.2884500
501205039,七賢新盛一街口,前金區,17,22.6331700,120.2955100
501206001,台鐵鳳山站(曹公路),鳳山區,48,22.6319900,120.3577600
501206002,清湖公園,鳳山區,18,22.6441800,120.3497700
501206003,捷運鳳山站(1號出口),鳳山區,46,22.6258100,120.3561000
501206004,文山兒童四公園,鳳山區,22,22.6407600,120.3502700
501206005,捷運鳳山國中站(1號出口),鳳山區,35,22.6245300,120.3709900
501206006,鳳山商工(文衡路),鳳山區,20,22.6362800,120.3567800
501206007,鎮北國小,鳳山區,16,22.6429000,120.3686700
501206008,鳳山區公所,鳳山區,17,22.6274600,120.3625500
501206009,文澄兒童公園,鳳山區,17,22.6439000,120.3535700
501206010,文福文化西路口,鳳山區,15,22.6339300,120.3455500
501206011,保安休憩公園,鳳山區,14,22.5981100,120.3440700
501206012,曹公國小,鳳山區,20,22.6280400,120.3572600
501206013,鳳山行政中心,鳳山區,18,22.6295200,120.3426600
501206014,瑞竹兒童公園,鳳山區,15,22.6257000,120.3699900
501206015,捷運大東站(1號出口),鳳山區,50,22.6254900,120.3632600
501206016,鳳山運動公園,鳳山區,18,22.6167400,120.3407700
501206017,國立鳳新高中(新富路),鳳山區,40,22.6129800,120.3429200
501206018,保安濕地公園,鳳山區,14,22.5927100,120.3530200
501206019,南和公園,鳳山區,20,22.5963900,120.3354500
501206020,衛武營公園,鳳山區,17,22.6171900,120.3443900
501206021,瑞隆東同明街口,鳳山區,15,22.6063100,120.3431400
501206022,老爺公園,鳳山區,10,22.6056100,120.3438400
501206023,五甲社區公園,鳳山區,18,22.6166400,120.3488300
501206024,五甲社區公有停車場,鳳山區,15,22.6151800,120.3500900
501206025,國光安寧街口,鳳山區,16,22.6183200,120.3535200
501206026,安化門遺址,鳳山區,18,22.6214700,120.3575000
501206027,黃埔公園,鳳山區,15,22.6227200,120.3681880
501206028,瑞興兒童公園,鳳山區,17,22.6287600,120.3670700
501206029,鳳陽社區,鳳山區,14,22.6198900,120.3733200
501206030,光華安寧街口,鳳山區,15,22.6205100,120.3545200
501206031,鳳西羽球館西北側,鳳山區,20,22.6238010,120.3522822
501206032,捷運鳳山西站(2號出口),鳳山區,60,22.6253057,120.3485009
501206033,和德街公園,鳳山區,15,22.6184166,120.3609758
501206034,五甲國中,鳳山區,19,22.5994380,120.3281040
501206036,福誠國小,鳳山區,18,22.5973440,120.3252770
501206037,五甲公園南側,鳳山區,20,22.5924670,120.3231640
501206038,福誠高中,鳳山區,32,22.5892600,120.3230700
501206039,自強南進三街口,鳳山區,19,22.5903630,120.3295510
501206040,正義里活動中心,鳳山區,15,22.6026500,120.3401300
501206041,瑞興國小(博愛路),鳳山區,15,22.6299400,120.3691100
501206042,公二十七公園,鳳山區,15,22.5880400,120.3651800
501206043,過勇頂庄路口,鳳山區,15,22.5884460,120.3626950
501206044,文福兒童公園,鳳山區,16,22.6367170,120.3466910
501206045,文德國小,鳳山區,14,22.6405500,120.3526890
501206046,武松公園,鳳山區,14,22.6365500,120.3639700
501206047,五甲南榮兒童公園,鳳山區,14,22.6011747,120.3339530
501206048,南正兒童公園,鳳山區,15,22.5993568,120.3313158
501206049,五甲國小,鳳山區,11,22.5980040,120.3339520
501206050,五福公園,鳳山區,14,22.5885390,120.3277860
501206051,鳳西運動公園(五權南路),鳳山區,15,22.6218690,120.3527550
501206052,南和保安一街口,鳳山區,15,22.5921140,120.3368760
501206053,富新國慶九街口,鳳山區,12,22.5885500,120.3402000
501206054,鳳山區第二衛生所,鳳山區,17,22.5938300,120.3330300
501206055,國泰青年路口,鳳山區,14,22.6187200,120.3497500
501206056,頂庄頂明路口,鳳山區,10,22.5885144,120.3551263
501206057,博愛公園,鳳山區,15,22.6298600,120.3626900
501206058,忠孝國中(國興街),鳳山區,25,22.6188800,120.3460100
501206059,七聖街112巷口,鳳山區,15,22.6093900,120.3470400
501206060,新甲兒童公園,鳳山區,15,22.6076100,120.3431800
501206061,二甲里活動中心,鳳山區,16,22.5990400,120.3397400
501206063,捷運大東站(2號出口),鳳山區,20,22.6252100,120.3626100
501206064,鳳凌廣場,鳳山區,14,22.6234000,120.3559500
501206065,市議會(新址),鳳山區,28,22.6198100,120.3480400
501206066,鳳山行政中心東側,鳳山區,56,22.6297400,120.3443300
501206067,國立鳳新高中(新康街),鳳山區,39,22.6141700,120.3440100
501206068,中山公園,鳳山區,15,22.6142000,120.3605000
501206069,高雄監理所(武營),鳳山區,14,22.6142500,120.3366700
501206070,新甲國小,鳳山區,15,22.6127400,120.3403500
501206071,曹公圳公園,鳳山區,16,22.6203300,120.3601600
501206072,鳳東公園,鳳山區,15,22.6266900,120.3798100
501206073,武漢里活動中心,鳳山區,11,22.6109800,120.3360500
501206074,海光兒童公園,鳳山區,14,22.6317600,120.3681400
501206075,八仙公園,鳳山區,15,22.6155700,120.3547500
501206076,鳳儀書院,鳳山區,15,22.6274800,120.3597600
501206077,鳳山公園,鳳山區,15,22.5945600,120.3577400
501206078,中崙國中,鳳山區,16,22.6022300,120.3533700
501206079,牛潮埔公園,鳳山區,16,22.6463200,120.3704800
501206080,五甲社區活動中心,鳳山區,15,22.6151400,120.3482500
501206081,北昌北昌三街口,鳳山區,17,22.6451800,120.3725800
501206082,新泰兒童公園,鳳山區,15,22.6109200,120.3436100
501206083,中正預校,鳳山區,27,22.6071150,120.3586690
501206084,過埤兒童公園,鳳山區,16,22.5927500,120.3605100
501206085,中崙公園,鳳山區,16,22.5971300,120.3537100
501206086,北辰兒童公園,鳳山區,10,22.6404900,120.3653700
501206087,協和曹公路口,鳳山區,21,22.6306500,120.3575600
501206088,鳳山工業區,鳳山區,14,22.6146500,120.3323700
501206089,武慶武昌路口,鳳山區,14,22.6175600,120.3320300
501206090,黃埔新村,鳳山區,14,22.6200900,120.3639500
501206091,鳳山新城甲社區,鳳山區,14,22.6299500,120.3721100
501206092,海風社區公園,鳳山區,14,22.6331700,120.3747500
501206093,勝利建國路一段口,鳳山區,15,22.6353700,120.3744400
501206094,誠體誠智街口,鳳山區,12,22.6229500,120.3774000
501206095,公園二公園街口,鳳山區,17,22.5876800,120.3317600
501206096,中山東路5巷口,鳳山區,15,22.6206800,120.3625700
501206097,福安二街20巷39弄口,鳳山區,11,22.5896500,120.3329900
501206099,鳳山地政事務所(忠義街),鳳山區,19,22.6278200,120.3512500
501206100,中崙國小,鳳山區,13,22.5995000,120.3509200
501206101,NO.16藝術公園,鳳山區,20,22.6457500,120.3740800
501206102,青年公園,鳳山區,20,22.6293300,120.3490800
501206103,鳳翔國中,鳳山區,11,22.5969900,120.3471400
501206104,保安二鳳燕一街口,鳳山區,14,22.5991900,120.3423400
501206105,新強輜汽路口,鳳山區,16,22.6165900,120.3388200
501206106,鳳頂過雄一街口,鳳山區,15,22.5859900,120.3587000
501206107,五甲二路730巷口,鳳山區,12,22.5948400,120.3288800
501206108,明鳳公園,鳳山區,10,22.5887010,120.3341520
501206109,保泰保泰路370巷,鳳山區,10,22.6032900,120.3350800
501206110,文教公園,鳳山區,16,22.6337000,120.3510600
501206111,文華兒童公園,鳳山區,18,22.6345500,120.3514000
501206112,埤頂鳳埤街口,鳳山區,10,22.6297900,120.3807500
501206113,建國文英路口,鳳山區,12,22.6360900,120.3591700
501206115,山仔頂溝滯洪池,鳳山區,15,22.6344130,120.3792910
501206116,正義國小,鳳山區,13,22.6043100,120.3386700
